study;version;doi;field_start;field_end;id;lastname;firstname;gender;state;party;district_name;district_number;incumbent;list_place;isListed;isDC;screen_name1;screen_name2;user_id1;user_id2;change_v2
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11690;"Sacher";"Michael";"m";"NW";"GRÜNE";"Unna I";144;0;28;1;1;"mchlsacher";"";"3294006790";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3420;"Sahin";"Hüseyin";"m";"BW";"DIE LINKE";"Nürtingen";262;0;14;1;1;"hueseyinhuman";"";"334704353";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";16146;"Saleh";"Kassem Taher";"m";"SN";"GRÜNE";"Dresden I";159;0;4;1;1;"kassem_ts";"";"1162268562481750022";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4659;"Salih";"Marc";"m";"BY";"FDP";"Erding  Ebersberg";213;0;19;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";6964;"Sälzer";"Claudia Karin";"w";"HE";"SPD";"";;0;50;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11860;"Sand";"Marion";"w";"NW";"GRÜNE";"Euskirchen  Rhein-Erft-Kreis II";92;0;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11466;"Santos Firnhaber";"Catarina";"w";"NW";"CDU";"Aachen II";88;0;15;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";8122;"Sarica";"Nuran";"w";"HH";"DIE LINKE";"";;0;3;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";6956;"Sarikaya";"Serpil";"w";"HE";"SPD";"";;0;24;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";8115;"Sarrazin";"Manuel Ferdinand Theodor";"m";"HH";"GRÜNE";"Hamburg-Bergedorf  Harburg";23;1;4;1;1;"manuelsarrazin";"";"17922403";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";12837;"Sartorius";"Klaus Friedrich Karl David";"m";"RP";"FDP";"Mainz";205;0;14;1;1;"friedrichsarto1";"";"1161993851252420608";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4660;"Sattelberger";"Thomas Michael";"m";"BY";"FDP";"München-Süd";219;1;5;1;1;"th_sattelberger";"";"1296544153";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";6957;"Sauer";"Sigrid";"w";"HE";"SPD";"";;0;47;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";6906;"Sauer";"Stefan";"m";"HE";"CDU";"Groß-Gerau";184;1;15;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4532;"Sauer";"Michael Willy";"m";"BY";"CSU";"";;0;67;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3230;"Sauter";"Alexandra";"w";"BW";"CDU";"";;0;52;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11616;"Sauter";"Christian";"m";"NW";"FDP";"Lippe I";135;1;16;1;1;"chr_sauter";"";"997033716324093952";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11753;"Sawilla";"Kira";"w";"NW";"DIE LINKE";"Münster";129;0;;0;1;"roteskiramisu";"";"1365597851766636546";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";6958;"Schaaf";"Harald";"m";"HE";"SPD";"";;0;27;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3412;"Schaaf";"Rainer";"m";"BW";"DIE LINKE";"Biberach";292;0;;0;1;"rainerschaaf1";"";"1407600048897236994";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4593;"Schaberl";"Pankraz";"m";"BY";"SPD";"Rosenheim";222;0;42;1;1;"pankrazschaberl";"";"1368895737262641152";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11555;"Schäfer";"Ingo";"m";"NW";"SPD";"Solingen  Remscheid  Wuppertal II";103;0;43;1;1;"ingoschaeferspd";"";"1380107899092017159";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4665;"Schäfer";"Ulla Heike Helga";"w";"BY";"FDP";"";;0;48;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11554;"Schäfer";"Axel Helmut";"m";"NW";"SPD";"Bochum I";140;1;54;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4732;"Schäfer";"Jamila Anna";"w";"BY";"GRÜNE";"München-Süd";219;0;7;1;1;"jamila_anna";"";"859883348";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";12925;"Schäfer";"Marcel";"m";"RP";"CDU";"";;0;35;1;0;"marcelsch87";"";"613355829";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3382;"Schäfer";"Sebastian";"m";"BW";"GRÜNE";"Esslingen";261;0;17;1;1;"sebastian_es_";"";"3367452609";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11620;"Schäffler";"Frank Uwe";"m";"NW";"FDP";"Minden-Lübbecke I";134;1;9;1;1;"f_schaeffler";"";"18189342";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10289;"Schamber";"Rebecca";"w";"NI";"SPD";"Hannover-Land I";43;0;22;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4775;"Schamberger";"Kerem Sascha Özgür";"m";"BY";"DIE LINKE";"München-Süd";219;0;12;1;1;"keremschamberg";"";"754651485980459009";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3282;"Schanbacher";"Anna Lucia";"w";"BW";"SPD";"Stuttgart I";258;0;23;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11691;"Schaper";"Elisabeth";"w";"NW";"GRÜNE";"";;0;61;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10423;"Scharfenberg";"Stephanie";"w";"NI";"AfD";"Helmstedt  Wolfsburg";51;0;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";12889;"Schattner";"Bernd Hans";"m";"RP";"AfD";"Südpfalz";211;0;4;1;1;"herbstbernd27";"";"868931638486609922";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4599;"Schätzl";"Johannes";"m";"BY";"SPD";"Passau";229;0;17;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3236;"Schäuble";"Wolfgang";"m";"BW";"CDU";"Offenburg";284;1;1;1;1;"wolf_schauble";"";"491327447";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11692;"Schauws";"Ursula";"w";"NW";"GRÜNE";"Krefeld II  Wesel II";114;1;9;1;1;"ulle_schauws";"";"17363943";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";13947;"Scheer";"Nina";"w";"SH";"SPD";"Herzogtum Lauenburg  Stormarn-Süd";10;1;2;1;1;"ninascheer_spd";"";"845213960060243968";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4842;"Scheeres";"Claus";"m";"BY";"DIE LINKE";"Bad Kissingen";248;0;;0;1;"clausscheeres";"";"1354005894674186242";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";12814;"Scheib";"Heiko";"m";"RP";"SPD";"";;0;22;1;0;"100heiko666";"";"108071625";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";12890;"Scheil";"Stefan";"m";"RP";"AfD";"Ludwigshafen/Frankenthal";207;0;;0;1;"scheildr";"";"849550854529187841";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4823;"Scheirich";"Raimond Christian";"m";"BY";"AfD";"Augsburg-Stadt";252;0;25;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10325;"Schellhorn";"Thomas";"m";"NI";"FDP";"Gifhorn  Peine";45;0;25;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";16095;"Schenderlein";"Christiane";"w";"SN";"CDU";"Nordsachsen";151;0;2;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";7061;"Schenk";"Patrick Rüdiger";"m";"HE";"AfD";"Frankfurt am Main I";182;0;14;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";7073;"Schenk";"Gerhard Friedrich Philipp";"m";"HE";"AfD";"Werra-Meißner  Hersfeld-Rotenburg";169;0;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10290;"Schenk";"Bastian";"m";"NI";"SPD";"";;0;41;1;0;"_bastianschenk_";"";"1201515641641078786";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4670;"Schenk Graf von Stauffenberg";"Maximilian Karl";"m";"BY";"FDP";"Bad Kissingen";248;0;22;1;1;"stauffenbergkar";"";"1105175893570437123";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11693;"Schenke";"Petra Barbara";"w";"NW";"GRÜNE";"Neuss I";108;0;49;1;1;"petraschenke";"";"1298870870346289157";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";7042;"Scheuch-Paschkewitz";"Heidemarie Elfriede";"w";"HE";"DIE LINKE";"Schwalm-Eder";170;0;;0;1;"heidedielinke";"";"60636417";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4594;"Scheuenstuhl";"Harry Herbert";"m";"BY";"SPD";"Ansbach";241;0;33;1;1;"scheuenstuhl";"";"381974354";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4533;"Scheuer";"Andreas Franz";"m";"BY";"CSU";"Passau";229;1;3;1;1;"andreasscheuer";"";"50315139";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11617;"Scheuerle";"Eric Ralph Hugo";"m";"NW";"FDP";"Viersen";111;0;35;1;1;"ericschrl";"";"2180148226";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";17240;"Scheunchen";"Chris";"m";"ST";"DIE LINKE";"Magdeburg";69;0;;0;1;"scheunchen";"";"1256179086650748934";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3231;"Schick";"Brigitte";"w";"BW";"CDU";"";;0;34;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4595;"Schieder";"Marianne";"w";"BY";"SPD";"Schwandorf";234;1;12;1;1;"m_schieder";"";"1306503986791448576";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11548;"Schiefner";"Udo";"m";"NW";"SPD";"Viersen";111;1;7;1;1;"udoschiefner";"";"3823042877";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3413;"Schiele";"Cedric Nils";"m";"BW";"DIE LINKE";"Schwäbisch Hall  Hohenlohe";268;0;;0;1;"cedric_schiele";"";"1324446707527143424";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";9176;"Schielke-Ziesing";"Ulrike";"w";"MV";"AfD";"Mecklenburgische Seenplatte II  Landkreis Rostock III";17;1;3;1;1;"ulschzi";"";"866924100";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10291;"Schierenbeck";"Peggy";"w";"NI";"SPD";"Diepholz  Nienburg I";33;0;20;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";1041;"Schieritz";"Laura";"w";"BB";"FDP";"Cottbus  Spree-Neiße";64;0;3;1;1;"laura_schieritz";"";"1216808702352728064";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";13996;"Schilke";"Michael";"m";"SH";"DIE LINKE";"Steinburg  Dithmarschen Süd";3;0;;0;1;"michaelschilke3";"";"1178376386";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4824;"Schiller";"Manfred Leonhard";"m";"BY";"AfD";"Weiden";235;0;15;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";5850;"Schiller";"Bettina";"w";"HB";"FDP";"";;0;5;1;0;"bettinaschille1";"";"1104493333232185344";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4534;"Schilling";"Jessica";"w";"BY";"CSU";"";;0;78;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";6959;"Schilling";"Yasmin";"w";"HE";"SPD";"";;0;32;1;0;"yasminschilling";"";"1171442571114999817";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";1011;"Schimke";"Jana";"w";"BB";"CDU";"Dahme-Spreewald  Teltow-Fläming III  Oberspreewald-Lausitz I";62;1;3;1;1;"janaschimke";"";"728990858";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";8102;"Schinnenburg";"Wieland Albert Wilhelm";"m";"HH";"FDP";"Hamburg-Wandsbek";22;1;;0;1;"wschinnenburg";"";"828943222432997376";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";1052;"Schinowsky";"Heide";"w";"BB";"GRÜNE";"Cottbus  Spree-Neiße";64;0;5;1;1;"schinowsky";"";"16210314";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";18264;"Schipanski";"Tankred";"m";"TH";"CDU";"Gotha  Ilm-Kreis";192;1;5;1;1;"tschipanski";"";"39938182";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11549;"Schisanowski";"Timo";"m";"NW";"SPD";"Hagen  Ennepe-Ruhr-Kreis I";138;0;51;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";18306;"Schlegel";"Matthias Rudolf";"m";"TH";"GRÜNE";"";;0;8;1;0;"matschlegel";"";"10299862";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";17259;"Schlenker";"Thomas Josef";"m";"ST";"GRÜNE";"Börde  Jerichower Land";67;0;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10405;"Schlick";"Thomas";"m";"NI";"AfD";"";;0;12;1;0;"thomasschlick3";"";"1417896804620935171";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";17241;"Schliesing";"David";"m";"ST";"DIE LINKE";"Börde  Jerichower Land";67;0;8;1;1;"dschliesing";"";"1358759207491817475";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11618;"Schlifter-de la Fontaine";"Jan Maik";"m";"NW";"FDP";"Bielefeld  Gütersloh II";132;0;34;1;1;"schlifterjm";"";"857887263421845504";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";13948;"Schloo";"Tobias";"m";"SH";"SPD";"";;0;19;1;0;"tobiasschloo";"";"108288393";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10228;"Schlossarek";"Jonas";"m";"NI";"CDU";"";;0;41;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";18325;"Schlösser";"Sascha";"m";"TH";"AfD";"Erfurt  Weimar  Weimarer Land II";193;0;9;1;1;"schloesserra";"";"112308891";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3232;"Schloßstein";"Dominik Julian";"m";"BW";"CDU";"";;0;19;1;0;"schlost";"";"3161090092";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";18324;"Schlund";"Robby";"m";"TH";"AfD";"";;1;6;1;0;"drrobbyschlund";"";"1009025255753601024";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11861;"Schlüter";"Jörg";"m";"NW";"GRÜNE";"Paderborn";137;0;;0;1;"joerg_schlueter";"";"1009833904113582081";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";12815;"Schlüter";"Marie-Christin";"w";"RP";"SPD";"";;0;20;1;0;"mariechristins";"";"1364343697731682304";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";8089;"Schmager";"Ronja Maria Magdalena";"w";"HH";"SPD";"";;0;5;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";6907;"Schmauß";"Kevin";"m";"HE";"CDU";"";;0;36;1;0;"kevinschmauss";"";"884284579254853632";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3233;"Schmid";"Sarah";"w";"BW";"CDU";"";;0;16;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3283;"Schmid";"Nils Hermann";"m";"BW";"SPD";"Nürtingen";262;1;2;1;1;"nilsschmid";"";"83795057";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4596;"Schmid";"Christoph Florian";"m";"BY";"SPD";"Donau-Ries";254;0;9;1;1;"kratermensch";"";"2615401245";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";6961;"Schmidbauer";"Ulrike Helga";"w";"HE";"SPD";"";;0;40;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4662;"Schmidt";"Axel";"m";"BY";"FDP";"München-Land";221;0;21;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11778;"Schmidt";"Eugen";"m";"NW";"AfD";"Rhein-Erft-Kreis I";91;0;10;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4661;"Schmidt";"Eva-Maria";"w";"BY";"FDP";"Freising";214;0;24;1;1;"schmidte70";"";"3086891672";"";1
